cell_type,source_support,target_support,precision,recall,f1,direction,model,seed,label_level,subset
dnT,76,14,0.0,0.0,0.0,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
gdT,59,71,0.6086956521739131,0.19718309859154928,0.2978723404255319,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,totalvi,3,l2,high_confidence_shared
B,493,274,1.0,0.9963503649635036,0.9981718464351006,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
CD4 T,1929,1079,0.9092542677448338,0.93790546802595,0.9233576642335767,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
CD8 T,653,236,0.767175572519084,0.8516949152542372,0.8072289156626506,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
DC,165,151,0.959731543624161,0.9470198675496688,0.9533333333333334,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
Mono,1340,1068,0.9592021758839528,0.9906367041198502,0.9746660525103639,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
NK,812,290,0.9056603773584906,0.993103448275862,0.9473684210526315,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
other,219,185,0.7792207792207793,0.32432432432432434,0.4580152671755725,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
other T,491,109,0.5463917525773195,0.48623853211009177,0.5145631067961165,pbmc10k_to_pbmc5k,scvi_matched,3,l1,high_confidence_shared
B,493,274,1.0,1.0,1.0,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
CD4 T,1929,1079,0.8947368421052632,0.9768303985171455,0.9339831634913602,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
CD8 T,653,236,0.9354838709677419,0.7372881355932204,0.8246445497630331,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
DC,165,151,0.9929577464788732,0.9337748344370861,0.962457337883959,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
Mono,1340,1068,0.9542600896860987,0.9962546816479401,0.9748053137883647,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
NK,812,290,0.921311475409836,0.9689655172413794,0.9445378151260504,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
other,219,185,0.8983050847457628,0.2864864864864865,0.4344262295081967,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
other T,491,109,0.49624060150375937,0.6055045871559633,0.5454545454545454,pbmc10k_to_pbmc5k,totalvi,3,l1,high_confidence_shared
B intermediate,66,68,0.5454545454545454,0.5294117647058824,0.5373134328358209,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
B memory,79,99,0.7951807228915663,0.6666666666666666,0.7252747252747253,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
B naive,128,315,0.933933933933934,0.9873015873015873,0.9598765432098766,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD14 Mono,937,1237,0.9422776911076443,0.9765561843168957,0.9591107582373958,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD16 Mono,131,103,0.99,0.9611650485436893,0.9753694581280788,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 CTL,41,24,0.17391304347826086,0.16666666666666666,0.1702127659574468,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 Naive,378,795,0.6655202063628547,0.9735849056603774,0.7906026557711952,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 TCM,327,580,0.7905405405405406,0.6051724137931035,0.685546875,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD4 TEM,272,281,0.5329512893982808,0.6619217081850534,0.5904761904761905,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD8 Naive,48,320,0.8860759493670886,0.21875,0.3508771929824561,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD8 TCM,34,77,0.3,0.07792207792207792,0.12371134020618557,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
CD8 TEM,147,246,0.49774774774774777,0.8983739837398373,0.6405797101449275,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
Eryth,86,144,0.7925925925925926,0.7430555555555556,0.7670250896057348,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
ILC,98,65,1.0,0.046153846153846156,0.08823529411764706,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
MAIT,24,356,0.0,0.0,0.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
NK,251,760,0.9582278481012658,0.9960526315789474,0.9767741935483871,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
NK_CD56bright,30,35,0.9166666666666666,0.3142857142857143,0.46808510638297873,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
Treg,59,241,0.43783783783783786,0.6721991701244814,0.530278232405892,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
cDC2,125,135,1.0,0.7481481481481481,0.8559322033898306,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
gdT,71,59,0.055944055944055944,0.13559322033898305,0.07920792079207921,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,scvi_matched,3,l2,high_confidence_shared
B intermediate,66,68,0.5128205128205128,0.5882352941176471,0.547945205479452,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
B memory,79,99,0.8852459016393442,0.5454545454545454,0.675,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
B naive,128,315,0.9127906976744186,0.9968253968253968,0.952959028831563,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD14 Mono,937,1237,0.9449185415050426,0.98464025869038,0.9643705463182898,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD16 Mono,131,103,0.9801980198019802,0.9611650485436893,0.9705882352941176,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 Naive,378,795,0.8863905325443787,0.9421383647798742,0.9134146341463415,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 TCM,327,580,0.675603217158177,0.8689655172413793,0.7601809954751131,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD4 TEM,272,281,0.65625,0.8220640569395018,0.7298578199052133,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD8 Naive,48,320,0.9694915254237289,0.89375,0.9300813008130081,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD8 TCM,34,77,0.39814814814814814,0.5584415584415584,0.4648648648648649,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
CD8 TEM,147,246,0.905,0.7357723577235772,0.8116591928251121,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
Eryth,86,144,0.9,0.625,0.7377049180327869,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
ILC,98,65,0.7142857142857143,0.07692307692307693,0.1388888888888889,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
MAIT,24,356,1.0,0.21910112359550563,0.35944700460829493,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
NK,251,760,0.9908496732026144,0.9973684210526316,0.9940983606557378,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
NK_CD56bright,30,35,0.9333333333333333,0.8,0.8615384615384616,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
Treg,59,241,0.675,0.11203319502074689,0.19217081850533807,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
cDC2,125,135,0.9296875,0.8814814814814815,0.9049429657794676,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
gdT,71,59,0.1126005361930295,0.711864406779661,0.19444444444444445,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,totalvi,3,l2,high_confidence_shared
B,274,493,0.9918533604887984,0.9878296146044625,0.9898373983739838,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
CD4 T,1079,1929,0.7596774193548387,0.9766718506998445,0.8546155590836925,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
CD8 T,236,653,0.482078853046595,0.4119448698315467,0.44426094137076794,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
DC,151,165,0.9538461538461539,0.7515151515151515,0.8406779661016949,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
Mono,1068,1340,0.9390503189227498,0.9888059701492538,0.9632860777898946,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
NK,290,812,0.9676258992805755,0.9938423645320197,0.9805589307411907,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
other,185,219,0.8660714285714286,0.4429223744292237,0.5861027190332326,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
other T,109,491,0.9302325581395349,0.1629327902240326,0.2772963604852686,pbmc5k_to_pbmc10k,scvi_matched,3,l1,high_confidence_shared
B,274,493,0.9919191919191919,0.9959432048681541,0.9939271255060729,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
CD4 T,1079,1929,0.9319761668321748,0.9730430274753759,0.9520669540958661,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
CD8 T,236,653,0.8717557251908397,0.8744257274119449,0.8730886850152905,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
DC,151,165,0.96,0.8727272727272727,0.9142857142857143,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
Mono,1068,1340,0.9556363636363636,0.9805970149253731,0.9679558011049724,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
NK,290,812,0.9793187347931873,0.9913793103448276,0.98531211750306,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
other,185,219,0.8296296296296296,0.5114155251141552,0.632768361581921,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
other T,109,491,0.8530701754385965,0.7922606924643585,0.8215417106652587,pbmc5k_to_pbmc10k,totalvi,3,l1,high_confidence_shared
B intermediate,68,66,0.7083333333333334,0.5151515151515151,0.5964912280701754,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
B memory,99,79,0.7029702970297029,0.8987341772151899,0.7888888888888889,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
B naive,315,128,0.9754098360655737,0.9296875,0.952,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD14 Mono,1237,937,0.9338677354709419,0.9946638207043756,0.9633074935400516,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD16 Mono,103,131,0.9827586206896551,0.8702290076335878,0.9230769230769231,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 CTL,24,41,0.6,0.14634146341463414,0.23529411764705882,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 Naive,795,378,0.7876344086021505,0.7751322751322751,0.7813333333333333,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 TCM,580,327,0.5206073752711496,0.7339449541284404,0.6091370558375635,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD4 TEM,281,272,0.7894736842105263,0.6066176470588235,0.6860706860706861,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD8 Naive,320,48,0.7666666666666667,0.9583333333333334,0.8518518518518519,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD8 TCM,77,34,0.25,0.5294117647058824,0.33962264150943394,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
CD8 TEM,246,147,0.8099173553719008,0.6666666666666666,0.7313432835820896,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
Eryth,144,86,0.703125,0.5232558139534884,0.6,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
ILC,65,98,0.6379310344827587,0.37755102040816324,0.47435897435897434,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
MAIT,356,24,0.4166666666666667,0.8333333333333334,0.5555555555555556,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
NK,760,251,0.8924731182795699,0.9920318725099602,0.939622641509434,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
NK_CD56bright,35,30,0.9565217391304348,0.7333333333333333,0.8301886792452831,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
Treg,241,59,0.6153846153846154,0.13559322033898305,0.2222222222222222,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
cDC2,135,125,0.9830508474576272,0.928,0.9547325102880658,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
dnT,76,14,0.0,0.0,0.0,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
gdT,59,71,0.6046511627906976,0.36619718309859156,0.45614035087719296,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,scvi_matched,4,l2,high_confidence_shared
B intermediate,68,66,0.53125,0.7727272727272727,0.6296296296296297,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
B memory,99,79,0.7846153846153846,0.6455696202531646,0.7083333333333334,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
B naive,315,128,0.9821428571428571,0.859375,0.9166666666666666,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD14 Mono,1237,937,0.9219367588932806,0.9957310565635006,0.9574140584915342,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD16 Mono,103,131,0.9913793103448276,0.8778625954198473,0.9311740890688259,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 CTL,24,41,0.5,0.2926829268292683,0.36923076923076925,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 Naive,795,378,0.7868020304568528,0.8201058201058201,0.8031088082901554,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 TCM,580,327,0.5635103926096998,0.746177370030581,0.6421052631578947,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD4 TEM,281,272,0.7195945945945946,0.7830882352941176,0.75,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD8 Naive,320,48,0.88,0.9166666666666666,0.8979591836734694,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD8 TCM,77,34,0.7058823529411765,0.35294117647058826,0.47058823529411764,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
CD8 TEM,246,147,0.9035087719298246,0.7006802721088435,0.789272030651341,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
Eryth,144,86,0.6296296296296297,0.3953488372093023,0.4857142857142857,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
ILC,65,98,0.7142857142857143,0.20408163265306123,0.31746031746031744,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
MAIT,356,24,0.29850746268656714,0.8333333333333334,0.43956043956043955,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
NK,760,251,0.8865248226950354,0.9960159362549801,0.9380863039399625,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
NK_CD56bright,35,30,0.9565217391304348,0.7333333333333333,0.8301886792452831,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
Treg,241,59,0.875,0.23728813559322035,0.37333333333333335,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
cDC2,135,125,1.0,0.904,0.9495798319327731,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
dnT,76,14,0.25,0.14285714285714285,0.18181818181818182,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
gdT,59,71,0.48,0.16901408450704225,0.25,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
pDC,24,23,0.9583333333333334,1.0,0.9787234042553191,pbmc10k_to_pbmc5k,totalvi,4,l2,high_confidence_shared
B,493,274,1.0,1.0,1.0,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
CD4 T,1929,1079,0.9137291280148423,0.9128822984244671,0.9133055169216504,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
CD8 T,653,236,0.7473309608540926,0.8898305084745762,0.8123791102514507,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
DC,165,151,0.9929577464788732,0.9337748344370861,0.962457337883959,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
Mono,1340,1068,0.9508928571428571,0.9971910112359551,0.973491773308958,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
NK,812,290,0.9344262295081968,0.9827586206896551,0.957983193277311,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
other,219,185,0.7875,0.34054054054054056,0.47547169811320755,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
other T,491,109,0.4642857142857143,0.47706422018348627,0.47058823529411764,pbmc10k_to_pbmc5k,scvi_matched,4,l1,high_confidence_shared
B,493,274,1.0,1.0,1.0,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
CD4 T,1929,1079,0.9038461538461539,0.9582947173308619,0.9302744039586145,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
CD8 T,653,236,0.9329896907216495,0.7669491525423728,0.8418604651162791,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
DC,165,151,0.9924812030075187,0.8741721854304636,0.9295774647887324,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
Mono,1340,1068,0.9408127208480566,0.9971910112359551,0.9681818181818181,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
NK,812,290,0.9105431309904153,0.9827586206896551,0.945273631840796,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
other,219,185,0.726027397260274,0.2864864864864865,0.4108527131782946,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
other T,491,109,0.49612403100775193,0.5871559633027523,0.5378151260504201,pbmc10k_to_pbmc5k,totalvi,4,l1,high_confidence_shared
B intermediate,66,68,0.4025974025974026,0.45588235294117646,0.42758620689655175,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
B memory,79,99,0.7894736842105263,0.45454545454545453,0.5769230769230769,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
B naive,128,315,0.9014492753623189,0.9873015873015873,0.9424242424242424,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD14 Mono,937,1237,0.926829268292683,0.9830234438156831,0.954099646920361,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD16 Mono,131,103,0.9803921568627451,0.970873786407767,0.975609756097561,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 CTL,41,24,0.6875,0.4583333333333333,0.55,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 Naive,378,795,0.6389351081530782,0.9660377358490566,0.7691537305958939,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 TCM,327,580,0.7885835095137421,0.6431034482758621,0.7084520417853751,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD4 TEM,272,281,0.4794520547945205,0.7473309608540926,0.5841446453407511,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD8 Naive,48,320,1.0,0.109375,0.19718309859154928,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD8 TCM,34,77,0.375,0.03896103896103896,0.07058823529411765,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
CD8 TEM,147,246,0.8142857142857143,0.926829268292683,0.8669201520912547,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
Eryth,86,144,0.8360655737704918,0.7083333333333334,0.7669172932330827,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
ILC,98,65,0.8260869565217391,0.2923076923076923,0.4318181818181818,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
MAIT,24,356,1.0,0.0056179775280898875,0.0111731843575419,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
NK,251,760,0.9945429740791268,0.9592105263157895,0.9765572672471534,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
NK_CD56bright,30,35,0.896551724137931,0.7428571428571429,0.8125,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
Treg,59,241,0.44,0.5933609958506224,0.5053003533568905,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
cDC2,125,135,1.0,0.6222222222222222,0.7671232876712328,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
gdT,71,59,0.08664259927797834,0.4067796610169492,0.14285714285714285,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,scvi_matched,4,l2,high_confidence_shared
B intermediate,66,68,0.6666666666666666,0.4117647058823529,0.509090909090909,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
B memory,79,99,0.8275862068965517,0.7272727272727273,0.7741935483870968,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
B naive,128,315,0.884180790960452,0.9936507936507937,0.9357249626307922,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD14 Mono,937,1237,0.9363496932515337,0.9870654810024252,0.961038961038961,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD16 Mono,131,103,0.98989898989899,0.9514563106796117,0.9702970297029703,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 CTL,41,24,0.0,0.0,0.0,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 Naive,378,795,0.8403908794788274,0.9735849056603774,0.9020979020979021,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 TCM,327,580,0.8082191780821918,0.7120689655172414,0.7571035747021082,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD4 TEM,272,281,0.4331450094161959,0.8185053380782918,0.5665024630541872,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD8 Naive,48,320,0.9525547445255474,0.815625,0.8787878787878788,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD8 TCM,34,77,0.5,0.19480519480519481,0.2803738317757009,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
CD8 TEM,147,246,0.7770034843205574,0.9065040650406504,0.8367729831144465,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
Eryth,86,144,0.8532110091743119,0.6458333333333334,0.7351778656126482,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
ILC,98,65,0.7777777777777778,0.2153846153846154,0.3373493975903614,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
MAIT,24,356,1.0,0.016853932584269662,0.03314917127071823,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
NK,251,760,0.9844155844155844,0.9973684210526316,0.9908496732026144,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
NK_CD56bright,30,35,0.9230769230769231,0.6857142857142857,0.7868852459016393,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
Treg,59,241,0.5907172995780591,0.5809128630705395,0.5857740585774058,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
cDC2,125,135,0.9906542056074766,0.7851851851851852,0.8760330578512396,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
gdT,71,59,0.0881057268722467,0.3389830508474576,0.13986013986013987,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
pDC,23,24,1.0,1.0,1.0,pbmc5k_to_pbmc10k,totalvi,4,l2,high_confidence_shared
B,274,493,0.9918864097363083,0.9918864097363083,0.9918864097363083,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
CD4 T,1079,1929,0.7586206896551724,0.9922239502332815,0.8598382749326146,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
CD8 T,236,653,0.8526645768025078,0.4165390505359878,0.5596707818930041,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
DC,151,165,1.0,0.6666666666666666,0.8,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
Mono,1068,1340,0.9271198318149965,0.9873134328358208,0.956270328876039,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
NK,290,812,0.9694749694749695,0.9778325123152709,0.9736358062538321,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
other,185,219,0.8360655737704918,0.4657534246575342,0.5982404692082112,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
other T,109,491,0.9273356401384083,0.5458248472505092,0.6871794871794872,pbmc5k_to_pbmc10k,scvi_matched,4,l1,high_confidence_shared
B,274,493,0.9879275653923542,0.9959432048681541,0.9919191919191919,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
CD4 T,1079,1929,0.9010367577756834,0.991187143597719,0.9439644532214269,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
CD8 T,236,653,0.8916797488226059,0.8698315467075038,0.8806201550387597,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
DC,151,165,1.0,0.7696969696969697,0.8698630136986302,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
Mono,1068,1340,0.9352568613652358,0.9917910447761195,0.9626946758420862,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
NK,290,812,0.9938195302843016,0.9901477832512315,0.9919802590993214,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
other,185,219,0.8728813559322034,0.4703196347031963,0.6112759643916914,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
other T,109,491,0.9245283018867925,0.6985743380855397,0.7958236658932715,pbmc5k_to_pbmc10k,totalvi,4,l1,high_confidence_shared
