2026-09-08 23:41:02,339 | INFO | phase11b | stage=seeds jobs=16 pending=16 start=2026-09-08T13:41:02.339580+00:00
2026-09-09 14:54:36,579 | INFO | phase11b | direction_B__totalvi__seed07 done: src_ep=200 q_ep=200 runtime=343s drift_mean=0.016875 integrity=0.00e+00 u_latent=0.04995 ram_avail=5245MB
2026-09-09 14:54:36,721 | INFO | phase11b | === direction_B__totalvi__seed08 (source n=3994 target n=6855) ===
2026-09-09 14:59:49,104 | INFO | phase11b | direction_B__totalvi__seed08 done: src_ep=200 q_ep=200 runtime=309s drift_mean=0.013846 integrity=0.00e+00 u_latent=0.05037 ram_avail=5238MB
2026-09-09 14:59:49,247 | INFO | phase11b | === direction_B__totalvi__seed09 (source n=3994 target n=6855) ===
2026-09-09 15:04:38,326 | INFO | phase11b | direction_B__totalvi__seed09 done: src_ep=200 q_ep=200 runtime=286s drift_mean=0.015341 integrity=0.00e+00 u_latent=0.04294 ram_avail=5232MB
2026-09-09 15:04:38,476 | INFO | phase11b | === direction_B__totalvi__seed10 (source n=3994 target n=6855) ===
2026-09-09 15:09:17,652 | INFO | phase11b | direction_B__totalvi__seed10 done: src_ep=200 q_ep=200 runtime=276s drift_mean=0.016412 integrity=0.00e+00 u_latent=0.04317 ram_avail=5242MB
2026-09-09 15:09:17,800 | INFO | phase11b | === direction_B__totalvi__seed11 (source n=3994 target n=6855) ===
2026-09-09 15:13:57,837 | INFO | phase11b | direction_B__totalvi__seed11 done: src_ep=200 q_ep=200 runtime=277s drift_mean=0.017674 integrity=0.00e+00 u_latent=0.04918 ram_avail=5232MB
2026-09-09 15:13:57,982 | INFO | phase11b | === direction_B__totalvi__seed12 (source n=3994 target n=6855) ===
2026-09-09 15:18:39,396 | INFO | phase11b | direction_B__totalvi__seed12 done: src_ep=200 q_ep=200 runtime=278s drift_mean=0.018364 integrity=0.00e+00 u_latent=0.05201 ram_avail=5230MB
2026-09-09 15:18:39,557 | INFO | phase11b | === direction_B__totalvi__seed13 (source n=3994 target n=6855) ===
2026-09-09 15:23:20,804 | INFO | phase11b | direction_B__totalvi__seed13 done: src_ep=200 q_ep=200 runtime=278s drift_mean=0.017362 integrity=0.00e+00 u_latent=0.04341 ram_avail=5237MB
2026-09-09 15:23:20,956 | INFO | phase11b | === direction_B__totalvi__seed14 (source n=3994 target n=6855) ===
2026-09-09 15:28:08,421 | INFO | phase11b | direction_B__totalvi__seed14 done: src_ep=200 q_ep=200 runtime=284s drift_mean=0.016894 integrity=0.00e+00 u_latent=0.04598 ram_avail=5229MB
2026-09-09 15:28:08,579 | INFO | phase11b | === direction_B__totalvi__seed15 (source n=3994 target n=6855) ===
2026-09-09 15:32:50,673 | INFO | phase11b | direction_B__totalvi__seed15 done: src_ep=200 q_ep=200 runtime=279s drift_mean=0.016124 integrity=0.00e+00 u_latent=0.04610 ram_avail=5234MB
2026-09-09 15:32:50,829 | INFO | phase11b | === direction_B__totalvi__seed16 (source n=3994 target n=6855) ===
2026-09-09 15:37:35,266 | INFO | phase11b | direction_B__totalvi__seed16 done: src_ep=200 q_ep=200 runtime=281s drift_mean=0.015531 integrity=0.00e+00 u_latent=0.04381 ram_avail=5202MB
2026-09-09 15:37:35,408 | INFO | phase11b | === direction_B__totalvi__seed17 (source n=3994 target n=6855) ===
2026-09-09 15:42:18,530 | INFO | phase11b | direction_B__totalvi__seed17 done: src_ep=200 q_ep=200 runtime=280s drift_mean=0.014959 integrity=0.00e+00 u_latent=0.04434 ram_avail=5240MB
2026-09-09 15:42:18,685 | INFO | phase11b | === direction_B__totalvi__seed18 (source n=3994 target n=6855) ===
2026-09-09 15:47:02,329 | INFO | phase11b | direction_B__totalvi__seed18 done: src_ep=200 q_ep=200 runtime=280s drift_mean=0.015616 integrity=0.00e+00 u_latent=0.04717 ram_avail=5209MB
2026-09-09 15:47:02,479 | INFO | phase11b | === direction_B__totalvi__seed19 (source n=3994 target n=6855) ===
2026-09-09 15:51:43,446 | INFO | phase11b | direction_B__totalvi__seed19 done: src_ep=200 q_ep=200 runtime=277s drift_mean=0.020232 integrity=0.00e+00 u_latent=0.04713 ram_avail=5202MB
2026-09-09 15:51:43,747 | INFO | phase11b | stage seeds finished: 60 completed, 0 failed
